transaction_amount,account_age_days,transaction_hour,previous_transactions,device_type,location_match,amount_vs_average,is_new_device,is_fraud
4805.87,967,14,79,0,0,0.97,0,1
1950.46,938,2,99,1,1,9.44,1,1
1930.63,560,6,45,0,0,7.88,1,0
1705.23,714,17,58,0,0,2.09,0,0
2709.33,498,13,69,0,1,6.41,0,0
774.95,849,17,7,1,1,7.62,0,1
2770.79,926,18,23,1,0,2.17,0,0
2710.82,60,13,66,0,1,1.02,0,0
3810.7,257,19,3,0,1,3.58,0,0
4169.08,577,5,95,0,1,1.44,0,1
2205.0,239,7,0,0,1,5.7,1,0
1515.15,38,6,33,0,0,4.3,0,0
1300.38,25,19,8,1,0,4.68,0,0
977.15,410,17,62,1,0,5.47,0,0
292.95,461,17,75,1,0,9.82,0,0
1715.53,988,14,9,1,0,7.95,0,0
1354.89,357,19,9,0,1,6.33,0,0
4832.25,383,21,49,0,1,3.7,1,0
2790.76,569,18,43,0,1,0.37,1,0
1739.65,1072,21,47,1,1,1.25,1,0
2904.44,433,20,86,0,0,7.34,0,0
700.29,56,20,5,2,0,3.76,0,0
2223.0,577,1,87,1,1,3.41,0,0
3133.04,268,7,23,0,0,8.9,0,0
2447.04,69,20,84,1,1,4.9,1,0
2011.89,902,10,94,0,1,9.01,0,0
4969.27,793,17,57,0,1,8.88,0,0
4402.17,257,22,63,0,1,0.89,1,0
3118.91,672,12,93,0,0,9.46,1,0
2849.04,490,8,55,1,1,0.86,0,0
3105.2,746,8,97,1,1,9.64,0,0
1010.55,49,16,81,0,1,4.58,0,0
1978.71,316,6,11,0,1,7.63,0,0
202.1,413,8,34,0,0,7.09,0,0
2380.35,434,21,70,1,1,5.23,0,0
2717.41,1026,0,88,0,1,6.23,0,0
1142.61,420,1,5,0,1,9.5,0,0
4820.32,844,3,64,0,1,9.28,0,0
4547.73,916,13,79,0,0,6.58,0,1
3612.11,434,3,59,1,0,6.61,1,0
2669.27,643,1,67,1,1,2.54,0,1
4350.5,57,7,28,1,1,8.3,0,0
657.61,964,17,37,1,1,6.36,0,1
3953.6,977,18,91,1,1,8.28,0,0
628.48,46,13,21,0,1,6.61,1,0
3972.08,417,19,7,0,1,3.06,0,0
1382.46,848,9,62,0,1,1.98,0,0
4386.07,139,16,95,1,1,0.86,0,0
4720.49,247,7,96,2,0,5.9,0,0
748.24,230,13,12,0,1,2.91,0,0
2316.06,792,20,26,0,1,6.34,0,0
4905.03,637,22,17,0,0,0.68,0,1
2419.62,374,7,17,1,1,3.82,0,0
4318.42,738,4,76,1,1,2.68,1,0
2945.71,1089,15,85,0,1,3.77,0,0
1879.77,88,7,61,1,1,0.64,0,0
1432.49,713,9,13,1,1,7.27,0,0
1020.1,601,7,10,0,1,1.26,0,0
3810.18,539,8,85,0,1,0.24,0,0
1935.77,214,17,99,1,0,9.47,0,0
2558.82,74,2,16,0,1,2.01,0,0
2464.17,61,16,50,0,1,8.3,0,0
2888.51,698,19,95,0,1,9.65,0,0
4328.56,12,14,13,1,0,5.39,0,0
4903.79,814,20,56,1,1,5.31,0,0
2040.88,32,16,92,1,1,3.74,0,0
4138.46,1001,7,5,0,1,4.31,0,0
3823.82,237,1,56,0,1,4.87,0,0
2869.78,558,16,3,1,0,1.61,0,0
4780.46,647,17,10,0,1,3.71,0,0
1006.37,987,4,73,1,1,8.18,0,0
550.77,820,8,91,0,1,1.91,1,0
4270.54,473,8,10,1,1,7.33,0,0
2198.55,112,1,98,1,1,6.55,1,0
4235.61,383,1,78,1,0,0.67,0,0
4465.99,17,18,7,0,1,0.32,0,0
316.98,493,22,83,1,1,3.59,0,0
4417.91,926,2,58,0,0,6.95,0,1
2244.35,117,16,20,1,1,3.37,0,0
2554.61,880,13,64,0,1,6.71,0,0
3134.83,115,13,92,1,1,6.69,0,0
4632.28,814,13,23,0,0,8.08,0,0
100.48,644,5,29,1,1,1.08,0,0
2386.83,336,2,98,1,1,5.81,0,0
3440.17,922,0,96,0,1,0.72,0,0
3614.92,147,15,83,2,1,1.84,0,0
3464.2,122,3,56,0,0,3.32,0,1
676.5,81,0,79,2,1,7.1,0,1
1500.48,685,16,72,1,1,9.74,0,0
1796.78,662,17,94,2,1,3.49,1,0
4023.16,375,7,16,0,1,5.26,0,0
1397.41,63,1,58,0,1,2.66,0,0
1057.47,504,17,30,1,1,6.79,0,1
4787.45,668,15,63,2,1,3.73,0,0
49.27,449,9,47,0,1,4.87,0,0
4989.12,868,7,22,0,1,5.72,0,0
3385.72,680,11,69,0,1,6.89,0,0
4143.2,461,21,29,1,1,0.69,0,0
1476.62,459,15,54,1,0,5.59,0,0
76.5,464,11,6,0,1,4.37,0,0
3690.66,912,10,74,0,0,1.42,1,0
4171.55,379,19,97,1,1,2.16,0,0
3703.68,1026,18,11,0,1,8.85,0,0
718.54,364,0,59,1,0,8.73,0,0
3768.37,72,2,51,0,1,0.43,0,0
3845.77,638,11,26,1,1,6.93,0,0
3294.41,337,8,11,1,0,5.59,0,0
3831.75,195,20,12,1,1,9.4,1,1
4230.38,1012,21,71,0,1,9.09,0,0
3069.95,653,4,79,1,1,5.84,0,1
447.58,7,0,61,0,1,1.48,1,0
2440.7,905,9,28,1,0,4.65,1,0
392.86,979,16,34,0,0,7.28,0,0
2040.68,566,3,59,1,1,9.52,0,1
2038.5,616,14,28,0,1,3.7,1,0
334.72,573,18,30,0,1,7.87,1,0
1747.36,599,7,76,0,1,6.87,0,0
559.44,770,22,75,2,1,0.88,0,0
4042.13,242,14,60,2,1,5.62,0,1
4738.7,766,6,1,0,1,1.92,0,1
366.22,384,14,32,0,0,6.87,0,0
4775.8,391,7,71,0,0,6.14,0,0
2615.27,896,22,61,0,1,9.73,0,1
1501.33,688,9,58,1,1,9.36,0,0
388.93,47,17,39,0,0,0.19,0,0
2505.62,619,3,48,1,1,0.89,0,0
3973.61,464,14,31,1,1,7.71,0,0
3536.9,123,10,37,1,0,6.89,0,0
255.88,134,21,91,1,1,8.03,1,1
369.14,841,2,78,0,0,2.74,0,0
2017.35,849,14,86,0,1,8.51,0,0
1479.98,607,2,87,1,0,4.48,0,1
1165.76,23,14,12,0,1,2.69,1,0
1408.62,566,5,84,0,0,0.21,0,0
4018.4,766,0,53,2,1,8.73,0,0
4646.49,965,13,75,1,1,5.4,0,0
2028.49,235,15,12,0,1,9.76,0,0
4531.02,996,0,38,1,1,7.18,0,0
1610.87,1083,20,22,0,1,0.9,0,0
2384.8,826,16,91,2,0,5.92,0,0
1134.01,216,7,13,0,1,0.27,0,0
3204.18,657,17,16,1,1,5.62,0,0
4895.01,935,15,23,1,1,3.57,0,0
3019.45,311,5,57,0,1,6.47,0,1
1792.28,557,9,62,1,1,5.46,0,0
3240.85,972,9,33,2,1,2.69,1,0
618.99,257,4,50,1,1,1.71,0,0
4443.85,533,11,85,0,1,4.11,0,0
2517.9,52,19,9,1,1,9.87,0,0
2249.5,1091,16,71,2,1,4.41,0,0
2931.39,300,13,20,0,1,7.51,1,0
3125.8,672,13,36,1,1,0.66,0,0
363.52,778,2,6,0,1,3.85,1,0
3414.67,832,11,89,0,1,5.85,0,0
1213.45,232,19,12,0,1,7.54,0,0
3571.19,975,17,79,2,1,5.33,1,0
4113.56,1092,11,29,1,0,5.2,0,0
4020.77,28,1,30,0,0,7.66,0,0
2764.74,1075,1,4,1,1,3.2,1,0
2603.25,591,16,31,1,1,1.0,0,0
718.67,785,9,15,1,1,3.54,0,0
3877.85,620,17,72,0,1,1.67,0,0
1360.69,586,21,21,2,1,9.66,0,0
2485.99,1002,18,63,1,1,5.82,0,1
1424.95,184,20,43,1,1,4.52,0,1
673.47,1047,0,39,0,0,9.13,0,0
3149.64,129,23,36,0,1,9.01,1,0
276.39,291,3,77,0,1,4.22,0,0
3744.48,501,3,15,2,1,8.76,0,0
1591.35,186,1,42,0,1,0.73,0,0
5.67,479,18,83,1,1,8.87,0,0
2558.09,492,20,62,0,0,3.17,0,0
239.03,513,11,14,0,0,5.69,0,1
1384.47,1091,9,43,0,0,2.77,0,0
3536.35,467,12,89,1,1,9.85,0,0
318.13,285,21,8,1,0,0.81,0,1
4197.5,601,22,64,2,0,4.52,0,1
24.08,189,19,98,2,1,6.25,0,0
1237.89,989,22,43,0,1,6.19,0,0
3705.82,890,14,19,1,1,7.41,0,0
1584.77,388,2,69,0,1,7.27,0,0
513.95,241,22,73,1,1,7.95,1,0
1804.37,417,19,32,0,0,2.42,1,0
1355.61,176,12,79,1,1,3.77,0,0
4214.35,387,7,99,0,1,3.88,0,0
1570.17,853,6,5,0,1,9.56,0,0
3945.72,663,23,82,0,1,4.15,0,0
4459.9,452,7,30,0,1,2.3,0,0
2171.92,277,17,65,0,1,6.36,1,0
4550.17,213,8,17,1,1,4.33,0,0
1889.7,41,5,27,1,1,2.58,0,0
4820.57,294,3,67,0,1,7.18,1,0
451.0,600,14,64,0,1,2.0,1,0
3436.66,541,4,79,0,1,6.37,0,0
2471.6,451,4,44,1,0,4.36,0,0
1941.31,1085,6,57,0,1,3.26,0,0
3165.4,790,8,46,1,0,9.47,0,0
3520.77,334,6,65,0,1,3.31,0,0
26.79,891,8,51,0,1,3.54,0,0
838.93,44,19,35,0,1,8.72,0,0
3566.67,144,9,0,0,1,1.38,0,1
3333.6,333,3,38,0,1,1.17,0,1
4830.41,998,5,86,0,1,2.9,0,0
3806.38,55,23,89,0,1,5.96,1,1
4754.11,870,13,74,1,1,3.9,0,0
3514.19,797,8,0,0,0,6.12,0,0
1493.77,325,0,74,0,1,1.68,0,0
531.3,80,16,87,0,1,2.69,0,0
3910.21,1055,12,73,1,0,5.7,0,0
3222.53,985,23,13,1,1,2.25,0,1
245.69,558,6,77,1,0,4.29,0,0
1803.45,865,8,70,0,1,5.77,0,0
4784.22,717,10,22,0,0,9.74,1,0
2504.5,472,2,42,0,1,0.89,1,0
2166.48,74,11,21,0,1,4.66,0,0
2291.21,589,20,59,1,1,4.02,0,0
1048.37,564,2,99,1,1,8.26,0,1
1846.69,467,14,26,1,1,9.01,0,0
1852.22,599,20,55,0,1,9.08,0,0
266.51,992,9,1,0,1,3.81,0,0
3839.0,737,0,38,0,1,3.12,1,0
2085.44,994,13,50,0,0,4.55,0,0
4111.79,248,19,18,2,0,3.51,1,0
4252.49,67,5,61,0,1,7.22,0,0
1063.91,573,1,70,2,1,2.21,0,0
3288.48,703,22,75,1,0,6.62,0,0
2364.05,470,7,66,0,0,9.28,1,0
4401.38,493,0,62,0,1,2.87,0,0
1082.62,663,3,4,1,1,6.8,0,0
3390.68,286,3,71,0,1,1.52,0,0
3040.72,312,4,77,0,1,1.3,0,0
1480.03,309,19,60,0,0,1.24,0,0
687.32,775,8,99,0,1,1.47,0,0
3259.94,965,22,70,1,1,2.24,0,0
3694.29,456,12,6,0,1,5.67,0,0
1581.56,132,17,49,1,1,7.69,0,0
3225.94,930,16,45,1,1,1.36,0,0
1978.68,965,0,95,0,1,8.71,0,0
3567.47,929,21,71,1,0,8.44,0,0
1000.08,121,14,75,0,0,7.3,0,1
4451.62,634,1,73,1,0,4.32,0,0
1440.61,897,15,13,0,1,0.12,0,0
1842.09,772,19,72,0,1,7.37,0,0
295.17,1063,21,93,0,1,8.8,1,0
562.0,566,4,68,1,1,3.42,0,0
2581.73,512,21,64,0,1,7.21,1,1
1341.63,289,18,64,0,0,0.71,0,0
4178.22,200,4,56,0,0,7.12,0,0
78.39,528,1,61,0,0,0.78,0,1
1898.57,917,6,19,1,1,5.91,0,0
1690.04,1086,2,74,1,0,6.02,0,1
101.54,799,16,25,2,1,3.09,0,0
626.22,1066,23,43,0,1,0.88,0,0
2071.15,12,23,66,0,0,9.5,0,0
2466.86,833,2,69,1,0,5.4,0,0
2024.43,841,12,61,1,1,5.84,0,0
2657.03,643,6,44,0,0,6.19,0,0
2977.68,106,23,10,1,0,8.92,0,0
54.57,691,2,71,1,1,0.7,0,0
2323.16,528,14,92,0,1,8.94,0,1
4817.68,846,17,73,1,0,2.47,0,0
2597.57,893,9,33,0,1,0.87,0,0
3389.32,387,22,87,2,0,6.61,0,0
1562.76,481,6,45,1,1,9.77,0,1
3871.09,408,8,80,0,1,0.67,0,0
3865.74,898,4,31,0,1,4.32,0,0
2608.87,711,19,74,2,1,5.34,0,0
4880.19,639,7,97,1,1,2.6,0,1
632.12,1045,13,87,0,1,9.83,0,0
89.65,815,3,4,1,0,6.45,0,0
3851.94,918,19,62,1,1,8.46,0,0
4036.74,203,13,28,0,1,4.22,1,0
605.44,417,11,47,0,1,3.6,0,0
1331.59,416,1,97,1,1,5.58,0,0
92.67,85,12,15,0,1,4.41,0,0
1470.08,167,0,24,0,0,7.18,0,0
3866.84,384,19,71,1,1,2.73,0,1
2592.21,468,6,28,0,0,4.55,0,0
1743.74,810,8,51,0,0,8.96,0,0
1861.84,997,16,45,0,0,7.59,1,0
11.76,473,20,24,1,1,1.76,0,0
1502.5,993,22,22,1,0,8.88,0,0
3234.06,275,12,33,1,1,5.93,1,1
4871.1,1044,22,66,0,1,6.82,1,0
4236.07,490,9,93,1,0,3.01,0,0
122.86,326,15,33,2,0,4.47,1,0
4493.31,529,5,31,0,0,8.09,1,1
3917.08,892,15,28,0,1,3.37,1,1
3902.98,89,10,8,1,0,1.73,0,1
2292.69,486,19,65,0,1,3.85,0,0
1993.04,708,2,56,0,1,0.79,0,0
1518.06,350,8,38,0,1,7.21,1,0
333.15,387,14,6,0,1,1.56,0,0
1145.04,87,12,68,0,1,2.92,0,0
1236.79,307,9,7,0,1,8.82,0,0
2422.96,440,19,95,1,1,5.45,0,0
3738.48,740,23,17,1,0,3.28,0,0
2371.68,264,12,81,1,1,5.52,0,0
293.93,977,16,48,0,1,2.26,0,0
4789.16,735,6,15,1,0,0.35,0,0
4713.91,421,5,20,0,1,6.08,0,1
3927.02,493,12,9,1,1,7.17,1,0
4956.68,633,16,3,1,1,8.81,0,0
2724.69,993,14,43,1,1,7.74,0,1
4814.03,411,3,7,0,1,9.27,1,0
382.65,173,14,54,1,0,9.86,0,0
1831.58,4,13,18,0,1,7.47,0,0
1130.78,854,20,63,0,0,8.69,0,0
983.19,986,10,39,0,1,6.77,0,0
708.31,1061,23,50,2,1,1.79,0,0
3113.96,583,3,8,0,0,1.9,0,1
3907.7,1055,2,29,1,1,1.19,0,1
2893.6,381,1,55,0,0,9.44,0,0
739.08,1035,19,80,0,0,6.76,0,0
4056.56,344,9,43,1,1,7.92,0,1
3181.59,166,12,58,0,0,3.38,0,0
1943.89,700,19,14,1,1,4.66,0,0
3372.28,342,20,67,1,0,0.49,0,0
1303.23,1043,22,69,1,0,8.9,0,0
1729.24,980,17,60,1,0,8.54,0,0
4587.84,545,20,79,0,1,7.87,1,1
1456.07,1034,15,89,0,0,0.68,1,0
2352.59,192,10,22,0,1,1.83,1,0
4451.25,320,9,76,0,1,3.41,0,0
3540.07,580,8,46,2,0,2.7,0,0
315.71,475,11,16,1,0,8.4,0,0
740.78,637,18,56,1,1,2.03,0,0
44.17,427,0,53,1,1,5.37,0,0
3156.45,1083,17,90,0,1,5.76,0,0
2241.13,97,13,51,1,1,4.31,0,0
675.7,496,21,21,1,1,2.48,0,0
4789.88,661,20,82,0,1,9.61,0,0
2650.65,9,0,38,1,1,4.19,1,0
1213.26,457,16,98,1,0,7.3,0,0
2505.51,273,10,12,0,0,1.92,0,0
3399.7,940,19,77,1,1,8.25,0,0
385.81,1032,14,94,0,1,2.24,0,0
1377.15,208,3,65,0,0,6.79,0,0
4035.79,1057,14,51,1,1,5.11,0,0
2301.03,204,21,13,1,1,1.55,0,0
2735.15,518,21,72,1,1,0.35,1,0
2166.92,517,13,73,1,0,9.31,0,0
224.28,443,21,62,2,1,1.34,0,0
832.92,689,0,70,2,0,7.08,1,0
2230.48,850,8,27,0,0,6.56,0,0
1049.88,833,6,88,0,0,3.48,0,0
254.65,339,22,45,0,1,1.94,1,0
4219.03,387,10,27,1,1,1.87,0,0
4906.06,1049,22,1,2,1,5.89,0,1
3966.75,506,1,16,0,1,5.51,0,0
4269.66,680,1,58,1,1,8.77,1,0
1213.68,690,5,51,1,0,6.44,0,1
4803.33,885,22,3,0,0,8.21,0,0
988.64,623,18,76,0,1,0.42,0,0
4757.39,893,19,81,0,1,6.74,0,0
4974.12,953,13,2,0,1,2.41,0,0
3560.06,784,2,36,1,1,2.6,1,0
4905.81,495,6,96,0,1,7.23,0,0
2849.85,1062,6,23,1,1,7.95,0,1
1301.41,747,3,71,0,1,3.78,0,0
2187.79,437,22,34,1,1,7.92,0,0
2969.84,345,4,1,0,1,4.49,0,1
370.04,550,16,32,1,1,8.59,0,0
3113.6,820,3,75,0,1,0.35,0,0
4905.98,541,22,85,1,1,0.93,0,0
954.59,144,12,76,1,1,7.79,0,0
3964.01,588,15,9,1,1,6.28,0,1
4539.95,657,15,80,0,1,5.63,0,0
4718.79,345,1,61,0,1,6.18,0,1
4800.88,696,17,42,0,1,9.31,0,0
2609.69,268,0,68,0,1,6.59,0,0
4886.65,169,17,58,2,1,6.51,0,0
3787.76,33,7,8,0,0,7.62,0,0
812.55,377,10,76,2,1,8.68,0,0
2387.12,393,23,59,1,1,2.69,0,0
3593.06,489,23,62,0,1,6.21,0,1
1240.46,722,14,51,1,1,5.88,0,0
3204.87,946,15,22,0,1,1.44,0,0
3334.67,1053,16,29,0,1,5.25,0,0
817.69,39,16,42,0,0,0.79,1,0
2827.6,1041,11,67,2,1,1.93,0,0
3859.28,1080,9,20,0,1,9.14,0,0
2496.98,226,19,42,1,0,1.28,0,0
65.46,67,5,72,0,1,5.83,0,0
50.15,835,7,6,1,1,3.3,0,0
1788.36,1047,12,15,0,1,5.6,0,0
4631.34,999,1,22,0,0,2.43,1,0
1147.24,237,18,57,0,0,4.5,0,0
3173.65,957,21,86,0,1,8.69,0,1
1114.27,919,9,30,1,0,3.82,0,0
1611.74,473,3,68,0,1,3.6,0,0
4240.97,553,11,5,2,1,4.52,0,0
3645.66,695,17,64,0,1,1.09,0,0
481.52,317,6,58,0,0,3.93,0,1
2146.37,598,19,27,0,1,0.17,0,0
150.7,768,23,17,0,1,5.08,1,0
2407.05,886,23,87,2,1,8.49,0,0
3313.86,561,22,76,1,0,5.57,0,0
596.92,258,3,96,1,0,6.12,0,0
1447.98,757,6,9,1,1,0.4,0,0
1992.19,123,9,6,1,1,8.61,0,1
4598.06,342,14,36,1,1,3.91,0,0
4966.31,1083,11,95,1,0,9.75,1,1
229.33,260,0,44,0,1,1.29,0,0
3806.23,95,19,85,1,1,9.45,0,0
1861.76,41,17,15,1,0,6.38,1,0
1965.33,254,15,87,0,1,0.62,0,0
3772.55,7,4,13,1,1,9.72,0,0
4592.54,728,18,10,0,1,0.24,0,0
4754.89,69,3,82,1,1,7.33,0,0
2887.73,542,5,86,0,1,8.91,1,1
1788.82,89,16,33,0,1,1.84,0,0
3938.81,213,6,59,0,1,3.5,0,0
1258.75,834,23,12,1,1,5.66,0,0
2822.55,266,22,38,0,1,6.83,0,0
1796.1,912,6,43,1,1,8.73,0,0
3284.87,293,8,27,1,0,7.63,0,0
1205.79,333,12,39,0,1,3.7,0,0
962.01,1005,19,15,2,1,8.24,1,0
4591.6,47,13,49,0,0,9.66,0,1
513.51,622,15,27,1,1,2.35,0,0
2532.26,427,22,67,0,0,0.83,1,0
1108.16,210,8,91,0,0,4.32,0,0
199.46,888,14,59,0,0,8.83,0,0
184.91,154,4,11,1,1,1.59,0,1
880.23,415,17,15,2,1,8.87,0,0
4334.52,769,20,52,0,1,9.92,0,0
1415.98,983,19,53,0,1,0.63,1,0
4752.54,579,7,48,2,1,5.0,0,0
2910.2,740,14,35,0,1,3.36,0,0
2185.89,163,20,61,1,0,4.0,0,0
2902.54,1039,8,83,1,1,4.57,1,0
2585.91,195,18,25,0,1,7.42,0,0
3795.09,542,21,55,1,0,5.95,0,0
1416.07,359,5,89,2,0,9.62,0,0
1768.49,850,3,21,0,1,3.39,0,0
4471.0,427,10,72,1,1,5.46,0,0
4732.55,497,9,68,1,0,8.15,0,0
4463.33,828,2,80,0,0,3.79,0,0
2100.14,486,0,48,0,0,4.71,0,0
3902.93,330,11,97,1,1,6.88,0,0
2384.3,889,22,1,0,1,8.62,1,1
2490.21,991,14,52,0,0,4.22,0,0
1027.38,259,14,6,2,0,5.37,0,0
2957.7,292,20,99,1,1,9.75,1,0
934.75,143,13,76,2,0,0.52,0,0
1661.17,747,6,19,0,1,4.54,0,0
4275.88,627,16,93,1,0,6.4,0,0
1039.34,90,23,29,1,0,0.18,1,0
360.44,720,18,74,2,1,6.01,0,0
349.69,481,6,94,2,1,0.66,0,0
4704.22,84,2,66,2,1,8.59,0,1
2537.07,673,2,58,2,1,8.09,0,0
2050.01,517,17,65,0,1,0.42,0,0
4055.34,485,19,2,1,1,0.58,1,1
4179.95,782,21,55,0,1,7.56,0,0
1664.29,104,13,78,1,1,3.76,0,0
3469.62,339,2,16,2,0,5.79,0,1
3856.76,687,6,51,0,0,2.78,0,1
3274.98,900,6,6,1,0,1.81,0,0
762.22,607,4,4,1,1,3.03,0,0
4380.04,223,2,97,0,1,2.54,1,1
2697.78,1033,17,96,0,0,4.54,0,1
1415.95,1077,14,53,0,1,7.49,1,0
2129.01,503,19,60,0,0,5.59,0,0
192.67,822,13,15,1,1,6.13,1,0
643.69,624,3,66,1,1,4.75,1,0
3828.91,165,23,58,0,1,3.31,0,0
5.06,1051,7,46,2,0,1.52,0,0
2085.75,1094,20,47,1,1,3.61,1,0
2614.94,19,12,63,1,1,6.69,0,0
277.9,1046,21,49,0,1,7.36,0,0
4865.53,989,7,84,1,0,4.74,0,0
1134.5,450,14,40,0,0,6.49,0,0
1524.47,552,16,71,1,1,2.18,0,0
1523.19,1072,4,21,1,1,8.61,0,0
1155.93,695,19,53,0,1,8.67,0,0
12.36,587,3,4,2,1,3.27,0,1
3648.08,721,10,16,0,1,5.52,0,0
4834.39,107,17,77,0,1,6.11,1,0
1125.35,776,9,40,2,0,4.78,0,0
3316.92,898,16,91,0,0,9.12,0,0
3710.77,336,14,94,1,1,7.42,0,0
4242.88,607,5,80,1,0,6.76,0,0
2116.03,838,22,34,0,1,5.25,1,0
1518.14,602,20,39,2,1,0.94,0,0
1629.85,403,15,21,0,1,1.17,0,0
3564.54,540,14,47,0,1,3.06,0,0
4084.81,24,7,52,2,1,2.19,1,0
912.16,624,8,92,1,0,9.53,0,0
1857.85,1080,10,9,1,1,4.16,0,0
4510.19,986,1,17,1,1,8.78,0,1
4034.43,223,12,98,0,1,8.2,0,1
4924.37,179,3,79,0,0,8.14,0,0
3772.47,800,8,48,0,1,2.24,0,1
1969.01,434,4,70,1,1,4.53,0,0
2955.24,793,18,29,0,1,3.25,0,1
3306.77,884,21,18,0,0,9.71,0,0
396.89,492,2,54,0,1,8.78,0,1
2724.76,810,20,59,0,1,2.57,0,0
3548.06,961,2,86,1,1,3.2,0,1
840.77,420,5,71,2,1,5.34,0,0
3904.26,649,9,80,0,1,2.86,1,1
2920.95,476,4,20,0,1,8.26,0,0
4761.35,170,2,25,1,1,8.21,1,1
216.9,174,21,27,0,1,7.27,0,1
1330.3,470,23,38,2,1,6.92,1,0
3009.76,345,6,32,1,1,5.52,0,0
1486.32,445,21,39,0,1,3.54,0,0
3573.55,1042,17,82,2,1,8.39,0,1
3796.23,1094,22,28,0,0,8.6,0,1
517.07,628,7,19,0,0,0.59,0,0
2571.7,592,0,19,0,1,4.05,0,1
2546.91,527,3,73,2,0,0.36,0,0
1849.56,456,23,11,1,1,8.41,0,0
4664.96,811,6,96,0,1,1.85,0,0
4138.39,188,13,24,1,1,6.77,0,0
3487.56,1021,12,24,1,0,3.64,0,0
3573.06,711,9,3,0,0,8.18,1,1
2311.27,529,22,3,1,1,5.15,0,0
4605.37,434,17,8,1,1,3.31,0,0
3474.5,288,0,14,1,1,3.31,0,0
3646.26,499,3,25,0,1,3.34,0,1
4309.15,303,15,78,0,0,7.91,0,1
1373.99,87,15,89,1,0,7.14,0,0
4036.32,830,17,91,1,1,3.26,1,0
980.23,438,7,70,1,1,4.95,0,0
1729.98,541,9,31,1,1,0.85,0,0
1681.37,1046,15,75,1,0,8.29,0,0
4892.73,833,22,98,1,0,2.73,0,0
4283.4,797,23,51,0,1,8.9,0,1
3507.34,560,10,31,0,1,6.01,0,1
3636.65,762,5,8,0,0,5.72,0,1
2812.55,467,0,77,0,1,1.71,1,0
4735.72,675,11,12,1,0,0.79,0,0
2483.81,685,5,55,2,1,5.57,0,1
1905.69,138,12,43,0,0,4.73,1,0
819.36,578,16,96,2,1,1.28,0,0
3932.1,710,0,95,1,0,8.37,0,0
3673.55,228,7,82,1,0,4.23,0,0
1924.85,281,21,29,1,1,2.68,0,0
130.84,684,7,15,0,1,7.9,0,0
4195.79,828,23,11,0,1,9.14,1,0
62.03,431,10,73,1,0,3.13,1,0
3519.98,1064,13,65,2,1,7.78,0,0
4851.43,302,23,17,1,1,6.56,0,0
2191.12,533,9,12,0,1,9.9,0,1
1178.69,769,14,92,0,0,2.12,0,0
3525.83,444,6,23,2,0,9.61,0,1
4086.56,1057,6,11,0,1,3.22,0,0
2734.42,260,9,59,2,1,4.18,0,0
4835.34,739,3,59,1,1,3.65,0,0
263.09,796,17,92,1,1,2.76,0,0
2526.45,70,9,85,1,1,6.96,0,0
3593.68,983,18,99,0,1,5.93,0,0
4313.89,481,13,0,1,1,3.13,0,0
900.38,24,12,42,1,1,1.41,0,0
4001.02,965,14,54,1,0,3.24,0,0
2765.77,746,15,39,1,0,3.87,0,0
1985.79,845,1,63,0,0,3.87,0,1
662.92,325,3,33,1,1,3.64,1,0
4327.15,798,20,33,0,1,0.58,0,0
790.58,18,17,47,0,1,4.69,0,0
1552.39,44,16,32,1,1,8.38,0,0
1453.78,155,9,67,0,1,1.89,0,0
4357.71,867,20,29,1,0,1.54,0,0
3365.15,922,8,83,0,1,4.77,0,0
3984.42,743,14,89,0,1,3.77,0,0
1256.09,225,11,78,0,0,5.66,0,0
3126.25,217,20,70,0,0,9.48,0,0
2860.87,31,8,70,1,0,7.63,0,0
4164.99,1083,13,28,1,1,6.9,0,0
4530.9,898,12,22,2,0,4.22,0,0
65.72,935,5,33,0,1,2.94,0,0
3371.73,445,18,83,1,1,5.45,0,0
263.92,530,3,14,1,1,8.87,0,0
2746.55,738,19,96,0,1,8.78,1,0
1441.73,874,16,52,1,1,4.51,1,0
1537.35,566,18,16,1,0,2.54,0,0
1768.03,76,2,63,0,0,2.33,0,1
3108.36,547,13,83,1,0,0.44,0,0
1673.58,267,16,60,0,1,8.44,0,0
3664.83,317,12,56,0,1,2.72,0,0
2025.61,25,8,76,0,1,3.65,1,0
346.42,160,0,87,1,1,8.11,0,1
3919.88,596,16,36,0,0,1.29,1,0
1432.36,900,15,6,0,1,4.67,0,0
2166.67,502,17,7,1,0,1.31,0,0
3428.79,1013,1,86,1,0,4.47,0,0
1665.62,703,13,77,1,1,0.57,0,0
287.65,1,21,67,0,1,5.22,0,0
1872.74,741,22,20,1,0,7.98,1,1
4722.52,320,16,60,0,1,6.8,1,1
3210.46,382,2,73,1,1,5.14,0,0
3359.04,898,1,85,1,0,8.3,0,0
3163.25,717,7,93,1,0,2.36,0,0
998.97,307,1,93,1,1,8.32,1,0
2094.58,391,1,79,1,1,2.84,0,0
3755.94,990,8,74,1,1,3.69,0,0
511.36,298,19,85,0,0,1.37,0,0
1392.87,233,20,28,0,1,1.11,1,0
1385.21,271,5,24,2,1,9.33,0,0
2162.93,1084,11,57,0,1,1.98,1,0
4901.94,677,8,13,1,0,3.4,0,1
342.18,706,6,77,1,1,5.34,0,1
2595.91,234,11,65,0,1,3.54,0,0
900.93,845,4,53,1,1,8.71,0,1
4853.53,491,15,76,1,1,9.02,0,1
